Id,MSZoning,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice,OverallQual_binned,Normalized_OverallQual,Normalized_SalePrice
1185,RL,35133,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,413,1572,GasA,Gd,Y,SBrkr,1572,0,1572,1,1,1,3,TA,5,Typ,2,3,995,Y,0,263,263,0,5,2007,WD,Normal,186700,Medium,0.020923433,0.024729598
1186,RL,9738,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,392,784,GasA,Gd,Y,SBrkr,949,272,1221,1,1,0,4,TA,7,Typ,0,1,392,Y,0,0,0,0,3,2006,WD,Normal,104900,Medium,0.020923433,0.01389467
1187,RL,10615,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,538,978,GasA,TA,Y,SBrkr,1014,685,1699,1,2,0,3,TA,7,Typ,0,2,420,Y,0,74,0,0,8,2009,WD,Abnorml,95000,Low,0.01255406,0.012583352
1188,RL,12461,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,168,1624,GasA,Ex,Y,SBrkr,1624,0,1624,1,2,0,2,Gd,5,Typ,1,3,757,Y,0,114,0,0,7,2006,WD,Normal,262000,High,0.033477492,0.03470356
1189,RL,8935,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,831,831,GasA,Ex,Y,SBrkr,831,829,1660,0,2,1,3,Gd,7,Typ,0,2,493,Y,144,68,0,0,7,2009,WD,Normal,195000,Medium,0.029292806,0.025828986
1190,RL,7500,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,994,994,GasA,Gd,Y,SBrkr,1028,776,1804,0,2,1,3,Gd,7,Typ,1,2,442,Y,140,60,0,0,6,2010,WD,Normal,189000,Medium,0.029292806,0.025034248
1191,RL,32463,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,90,1249,GasA,Ex,Y,SBrkr,1622,0,1622,1,1,0,3,TA,7,Typ,1,4,1356,Y,439,0,0,0,3,2007,WD,Normal,168000,Low,0.016738746,0.022252665
1192,FV,2645,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,776,776,GasA,Ex,Y,SBrkr,764,677,1441,0,2,1,2,Gd,5,Typ,0,2,492,Y,206,0,0,0,11,2007,WD,Normal,174000,High,0.033477492,0.023047403
1193,RM,9600,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,702,702,GasA,Gd,Y,SBrkr,842,630,1472,0,1,0,3,Gd,6,Typ,0,1,250,P,0,0,0,0,7,2007,WD,Normal,125000,Medium,0.020923433,0.016557042
1194,RM,4500,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,341,1224,GasA,Ex,Y,SBrkr,1224,0,1224,1,2,0,2,TA,5,Typ,0,2,402,Y,0,304,0,0,6,2009,WD,Normal,165000,Medium,0.025108119,0.021855296
1195,RL,9364,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,292,663,GasA,TA,Y,SBrkr,663,689,1352,0,1,1,4,TA,7,Typ,0,1,299,Y,379,36,0,0,3,2010,WD,Normal,158000,Medium,0.025108119,0.020928101
1196,RL,8029,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,728,728,1456,0,2,1,3,Gd,8,Typ,0,2,400,Y,100,24,0,0,7,2008,WD,Normal,176000,Medium,0.025108119,0.023312315
1197,RL,14054,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,879,879,GasA,Ex,Y,SBrkr,879,984,1863,0,2,1,4,Gd,9,Typ,1,3,660,Y,100,17,0,0,11,2006,New,Partial,219210,Medium,0.029292806,0.029035754
1198,RM,8850,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,815,815,GasA,Ex,Y,SBrkr,815,875,1690,0,1,0,3,TA,7,Typ,1,1,225,Y,0,0,0,0,7,2006,ConLw,Normal,144000,Medium,0.029292806,0.019073713
1199,RL,9100,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1212,1212,GasA,Ex,Y,SBrkr,1212,0,1212,0,2,0,3,Gd,6,Typ,0,2,573,Y,356,0,0,0,6,2009,WD,Normal,178000,Medium,0.029292806,0.023577228
1200,RL,11235,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,504,1051,GasA,Gd,Y,SBrkr,1382,0,1382,0,1,1,3,TA,6,Typ,1,2,459,Y,0,82,0,0,10,2006,WD,Normal,148000,Low,0.016738746,0.019603538
1201,RL,9353,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,864,864,GasA,Gd,Y,SBrkr,864,0,864,0,1,0,3,TA,5,Typ,0,1,280,Y,0,0,0,0,7,2006,Oth,Abnorml,116050,Low,0.016738746,0.015371558
1202,RL,10400,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,866,866,GasA,Ex,Y,SBrkr,866,913,1779,0,2,1,3,Gd,6,Typ,0,2,546,Y,198,36,0,0,3,2009,WD,Normal,197900,Medium,0.029292806,0.026213109
1203,RM,6000,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,884,884,GasA,Ex,Y,SBrkr,884,464,1348,1,1,0,3,TA,5,Typ,1,1,216,N,0,0,0,0,5,2009,WD,Normal,117000,Medium,0.020923433,0.015497391
1204,RL,9750,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1630,1630,GasA,Ex,Y,SBrkr,1630,0,1630,0,2,0,3,Gd,6,Typ,1,2,451,Y,74,234,0,0,10,2009,WD,Normal,213000,Medium,0.029292806,0.0282132
1205,RL,10140,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,268,1056,GasA,Ex,Y,SBrkr,1074,0,1074,1,1,1,3,TA,6,Typ,0,2,495,Y,0,88,0,0,7,2006,WD,Normal,153500,Medium,0.020923433,0.020332048
1206,RL,14684,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,1496,2158,GasA,Gd,Y,SBrkr,2196,0,2196,0,2,0,3,Gd,7,Typ,1,3,701,Y,84,70,0,0,6,2009,WD,Normal,271900,Medium,0.029292806,0.036014878
1207,RH,8900,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,1056,GasA,TA,Y,SBrkr,1056,0,1056,1,1,0,2,TA,5,Typ,0,1,384,Y,0,42,0,0,11,2006,WD,Normal,107000,Low,0.016738746,0.014172828
1208,RL,9135,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,1342,1682,GasA,Ex,Y,SBrkr,1700,0,1700,1,2,0,3,Gd,7,Typ,0,2,544,Y,192,23,0,0,5,2006,WD,Normal,200000,Medium,0.025108119,0.026491267
1209,RL,7763,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,319,931,GasA,TA,Y,SBrkr,1283,0,1283,1,1,0,3,TA,6,Typ,0,2,506,Y,0,0,0,0,10,2008,WD,Normal,140000,Medium,0.020923433,0.018543887
1210,RL,10182,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,440,1660,GasA,Ex,Y,SBrkr,1660,0,1660,1,2,0,3,Gd,8,Typ,1,2,500,Y,322,50,0,0,5,2006,New,Partial,290000,High,0.033477492,0.038412338
1211,RL,11218,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1055,1055,GasA,Ex,Y,SBrkr,1055,790,1845,0,2,1,3,Gd,8,Typ,1,2,462,Y,635,104,0,0,5,2010,WD,Normal,189000,Medium,0.025108119,0.025034248
1212,RL,12134,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,132,559,GasA,Gd,Y,SBrkr,1080,672,1752,0,2,0,4,TA,8,Typ,0,2,492,Y,325,12,0,0,6,2010,WD,Normal,164000,High,0.033477492,0.021722839
1213,RL,9340,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,328,672,GasA,TA,Y,SBrkr,672,0,672,1,1,0,2,TA,4,Typ,0,1,234,N,0,113,0,0,8,2009,WD,Normal,113000,Low,0.016738746,0.014967566
1214,RL,10246,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,648,GasA,Ex,Y,SBrkr,960,0,960,1,0,0,0,TA,3,Typ,0,1,364,Y,88,0,0,0,5,2006,WD,Normal,145000,Low,0.016738746,0.019206169
1215,RL,10205,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,141,925,GasA,TA,Y,SBrkr,999,0,999,1,1,0,3,TA,6,Typ,0,1,300,Y,150,72,0,0,5,2006,WD,Normal,134500,Medium,0.020923433,0.017815377
1216,RL,7094,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,340,894,GasA,TA,Y,SBrkr,894,0,894,0,1,0,3,TA,5,Typ,0,1,384,Y,0,0,0,0,5,2007,WD,Normal,125000,Medium,0.020923433,0.016557042
1217,RM,8930,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,GasA,TA,Y,SBrkr,1318,584,1902,0,2,0,4,TA,8,Typ,0,2,539,Y,0,0,0,0,4,2010,WD,Normal,112000,Medium,0.025108119,0.01483511
1218,FV,8640,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,364,1300,GasA,Ex,Y,SBrkr,1314,0,1314,1,2,0,3,Gd,6,Typ,0,2,552,Y,135,112,0,0,9,2009,New,Partial,229456,High,0.033477492,0.030392901
1219,RM,6240,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,GasA,Gd,N,SBrkr,672,240,912,0,1,0,2,TA,3,Typ,0,0,0,N,0,0,0,0,7,2006,WD,Normal,80500,Low,0.016738746,0.010662735
1220,RM,1680,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,672,672,GasA,TA,Y,SBrkr,672,546,1218,0,1,1,3,TA,7,Typ,0,0,0,N,201,0,0,0,4,2006,WD,Abnorml,91500,Medium,0.025108119,0.012119755
1221,RL,7800,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,0,912,GasA,TA,Y,SBrkr,912,0,912,0,1,0,2,TA,5,Typ,0,1,288,Y,0,0,0,0,11,2006,WD,Abnorml,115000,Medium,0.020923433,0.015232479
1222,RL,8250,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,250,LwQ,210,952,GasA,Ex,Y,SBrkr,1211,0,1211,0,1,0,3,TA,5,Typ,1,1,322,Y,0,63,0,0,8,2008,WD,Normal,134000,Medium,0.020923433,0.017749149
1223,RL,10496,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,844,1040,GasA,Ex,Y,SBrkr,1168,678,1846,0,2,0,3,TA,7,Typ,1,1,315,Y,0,0,0,0,1,2007,WD,Normal,143000,Medium,0.025108119,0.018941256
1224,RL,10680,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,1380,2136,GasA,TA,N,FuseA,2136,0,2136,0,2,0,4,TA,7,Mod,0,2,528,Y,0,30,0,0,10,2006,WD,Normal,137900,Medium,0.020923433,0.018265729
1225,RL,15384,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,64,788,GasA,Ex,Y,SBrkr,788,702,1490,1,2,1,3,Gd,8,Typ,1,2,388,Y,100,75,0,0,2,2008,WD,Normal,184000,Medium,0.029292806,0.024371966
1226,RL,10482,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,81,588,GasA,Ex,Y,SBrkr,1138,0,1138,0,1,0,3,TA,6,Typ,0,1,264,Y,224,0,0,0,6,2007,WD,Normal,145000,Medium,0.025108119,0.019206169
1227,RL,14598,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,894,894,GasA,Ex,Y,SBrkr,894,1039,1933,0,2,1,4,Gd,9,Typ,1,3,668,Y,100,18,0,0,1,2008,WD,Normal,214000,Medium,0.025108119,0.028345656
1228,RL,8872,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,317,912,GasA,Ex,Y,SBrkr,912,0,912,1,1,0,2,Gd,5,Typ,0,2,576,Y,0,240,0,0,12,2008,WD,Normal,147000,Medium,0.020923433,0.019471082
1229,RL,8769,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,162,1702,GasA,Ex,Y,SBrkr,1702,0,1702,1,1,1,1,Ex,7,Typ,1,3,1052,Y,0,72,224,0,10,2008,New,Partial,367294,High,0.037662179,0.048650418
1230,RL,7910,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,409,1075,GasA,Gd,Y,SBrkr,1507,0,1507,0,2,0,4,TA,7,Maj1,0,1,404,Y,0,0,0,0,8,2008,WD,Normal,127000,Medium,0.020923433,0.016821955
1231,RL,18890,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1,TA,TA,CBlock,Gd,TA,No,GLQ,498,Rec,652,1361,GasA,Ex,Y,SBrkr,1361,1259,2620,0,2,2,4,TA,12,Typ,1,2,600,N,155,24,0,0,8,2007,WD,Normal,190000,Medium,0.020923433,0.025166704
1232,RL,7728,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,303,1106,GasA,TA,Y,SBrkr,1190,0,1190,1,1,0,3,TA,6,Typ,0,2,540,Y,0,18,0,0,5,2006,WD,Normal,132500,Medium,0.020923433,0.017550465
1233,RL,9842,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,GasA,TA,Y,SBrkr,1224,0,1224,0,2,0,2,TA,6,Typ,0,2,462,Y,0,0,0,0,3,2007,WD,Normal,101800,Low,0.016738746,0.013484055
1234,RL,12160,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,188,1188,GasA,Fa,Y,SBrkr,1188,0,1188,1,1,0,3,TA,6,Typ,0,2,531,Y,0,0,0,0,5,2010,COD,Abnorml,142000,Medium,0.020923433,0.0188088
1235,RH,8525,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,940,940,GasA,TA,N,FuseA,1024,940,1964,0,1,1,4,TA,7,Typ,0,0,0,N,0,192,0,0,11,2008,WD,Abnorml,130000,Medium,0.020923433,0.017219324
1236,RL,13132,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,747,747,GasA,Gd,Y,FuseF,892,892,1784,0,1,1,4,TA,9,Typ,0,1,180,N,203,40,0,0,7,2006,WD,Normal,138887,Medium,0.020923433,0.018396463
1237,RL,2628,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,764,764,GasA,Ex,Y,SBrkr,764,862,1626,0,2,1,2,Gd,6,Typ,0,2,474,Y,0,27,0,0,6,2010,WD,Normal,175500,Medium,0.029292806,0.023246087
1238,RL,12393,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,847,847,GasA,Ex,Y,SBrkr,847,1101,1948,0,2,1,4,Gd,8,Typ,1,2,434,Y,100,48,0,0,9,2006,WD,Normal,195000,Medium,0.029292806,0.025828986
1239,RL,13072,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1141,1141,GasA,Ex,Y,SBrkr,1141,0,1141,0,1,1,3,TA,6,Typ,0,2,484,Y,0,0,0,0,3,2006,WD,Abnorml,142500,Medium,0.025108119,0.018875028
1240,RL,9037,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,1048,1476,GasA,Ex,Y,SBrkr,1484,0,1484,0,2,0,2,Ex,6,Typ,1,2,472,Y,120,33,0,0,12,2007,WD,Normal,265900,High,0.033477492,0.03522014
1241,RL,8158,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,334,884,GasA,Ex,Y,SBrkr,884,884,1768,1,2,1,3,Gd,8,Typ,0,2,543,Y,0,63,0,0,7,2008,WD,Normal,224900,Medium,0.029292806,0.02978943
1242,RL,9849,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1689,1689,GasA,Ex,Y,SBrkr,1689,0,1689,0,2,0,3,Gd,7,Typ,0,3,954,Y,0,56,0,0,6,2007,New,Partial,248328,Medium,0.029292806,0.032892617
1243,RL,10625,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,LwQ,0,1053,GasA,TA,Y,SBrkr,1173,0,1173,1,2,0,3,Gd,6,Typ,2,2,528,Y,0,120,0,0,1,2010,WD,Family,170000,Medium,0.029292806,0.022517577
1244,RL,13891,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,Unf,690,2076,GasA,Ex,Y,SBrkr,2076,0,2076,1,2,1,2,Ex,7,Typ,1,3,850,Y,216,229,0,0,9,2006,New,Partial,465000,High,0.041846865,0.061592197
1245,RL,11435,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,792,792,GasA,Fa,Y,SBrkr,792,725,1517,0,1,0,3,Gd,7,Typ,2,2,400,Y,0,0,0,0,6,2006,WD,Normal,230000,High,0.033477492,0.030464958
1246,RL,12090,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,585,585,GasA,Ex,Y,SBrkr,1140,728,1868,0,3,1,3,TA,7,Typ,1,2,477,Y,268,112,147,0,1,2007,WD,Abnorml,178000,Medium,0.025108119,0.023577228
1247,FV,8125,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,756,756,GasA,Ex,Y,SBrkr,756,797,1553,0,2,1,3,Gd,6,Typ,0,2,615,Y,0,45,0,0,3,2006,New,Partial,186500,Medium,0.029292806,0.024703107
